booking_id,rating_text,country,rating_score,pickup_date,rating_date,number_of_passenger,vehicle,booking_departure,booking_destination
1811852,,fr,5,2023-12-21 21:00:00,2023-12-22 14:34:00,5,Vehículo SUV de 6 plazas,Aeropuerto Newark,Manhattan
1807825,,fr,5,2023-12-21 20:25:00,2023-12-22 10:12:00,2,Turismo de 3 plazas,Aeropuerto JFK,Queens
1814509,,es,5,2023-12-21 19:25:00,2023-12-23 01:39:00,5,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1793077,,es,5,2023-12-21 15:30:00,2023-12-22 10:54:00,3,Vehículo de 4 plazas,Aeropuerto Newark,Manhattan
1810540,,es,5,2023-12-21 15:20:00,2023-12-22 15:18:00,3,Vehículo de 4 plazas,Aeropuerto Newark,Manhattan
1762845,,fr,4,2023-12-21 15:05:00,2023-12-22 12:25:00,10,Furgoneta de 10 plazas,Aeropuerto JFK,Manhattan
1815912,,es,5,2023-12-21 14:55:00,2023-12-22 19:51:00,5,Vehículo SUV de 6 plazas,Aeropuerto Newark,Manhattan
1788100,,es,5,2023-12-21 14:20:00,2023-12-25 16:29:00,13,Furgoneta de 14 plazas,Aeropuerto JFK,Manhattan
1792242,,es,4,2023-12-21 14:00:00,2023-12-23 18:56:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1789056,,es,4,2023-12-21 13:35:00,2023-12-22 23:08:00,4,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1776037,,es,5,2023-12-21 13:15:00,2023-12-23 16:32:00,7,Furgoneta de 10 plazas,Aeropuerto JFK,Manhattan
1802112,Très bonne prise en charge et bonne communication Chauffeur très bien,fr,5,2023-12-21 12:55:00,2023-12-22 10:26:00,5,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1708733,Excelente la comunicación previa el vehículo y el chofer Francisco,es,5,2023-12-21 12:35:00,2023-12-22 11:57:00,6,Furgoneta de 10 plazas,Aeropuerto JFK,Manhattan
1720930,,es,5,2023-12-21 12:00:00,2023-12-22 16:08:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1785124,Fue favorable quedamos conforme,es,5,2023-12-21 06:25:00,2023-12-21 16:26:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1813288,Muy puntual y tranquilo. Nuestra conductora muy amable.,es,5,2023-12-21 04:35:00,2023-12-21 12:04:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1751977,Muy buen traslado al aeropuerto JFK. Puntual y buena conducción.,es,5,2023-12-20 16:15:00,2023-12-23 13:09:00,6,Furgoneta de 10 plazas,Manhattan,Aeropuerto JFK
1814327,Excellent chauffeur serviable discret efficace.,fr,5,2023-12-20 14:15:00,2023-12-20 21:05:00,2,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1811486,,fr,5,2023-12-20 14:10:00,2023-12-21 01:16:00,12,Furgoneta de 14 plazas,Aeropuerto JFK,Manhattan
1817177,,es,5,2023-12-20 12:00:00,2023-12-20 21:20:00,4,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1776357,Muy buena un conductor muy amable,es,5,2023-12-20 07:00:00,2023-12-20 14:43:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1750494,NOS COBRARON 40 EUROS POR LA ESPERA UN DESATREULTIMA VEZ QUE COMPRO A CIVITATIS,es,1,2023-12-19 18:55:00,2023-12-21 09:38:00,4,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1754913,FALTAL NOS COBRARON 60 DOLARES PORQUE EL AVION NO ENCONTRABA APARCAMIENTO EN EL JFK+EL TIEMPO DE ESPERA EN CONTROLES.FATAL MUY DESCONTENTA,es,1,2023-12-19 18:55:00,2023-12-21 09:37:00,4,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1802503,,es,5,2023-12-19 18:55:00,2023-12-20 05:30:00,6,Vehículo SUV de 6 plazas,Aeropuerto Newark,Manhattan
1772827,,es,5,2023-12-19 15:05:00,2023-12-20 10:23:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1808667,todo perfecto el chofer fue puntual amable y atento.,es,5,2023-12-19 13:00:00,2023-12-20 19:12:00,9,Furgoneta de 10 plazas,Manhattan,Aeropuerto JFK
1768492,,es,5,2023-12-19 05:40:00,2023-12-19 13:00:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1790945,,es,5,2023-12-18 22:00:00,2023-12-19 06:10:00,6,Vehículo SUV de 6 plazas,Aeropuerto JFK,Brooklyn
1814492,Muy bien conductor atento y simpático Muy fácil hablar con el,es,5,2023-12-18 21:15:00,2023-12-19 09:44:00,5,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1745179,,es,5,2023-12-18 17:00:00,2023-12-19 02:08:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1782475,Muy bien puntual y muy buena comunicación,es,5,2023-12-18 16:30:00,2023-12-19 00:37:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1776796,Muy bien  el chófer muy ameno y explicandonos curiosidades de la ciudad y de sus barrios. Puntual incluso antes de la hora prevista.,es,5,2023-12-18 15:00:00,2023-12-18 22:58:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1809232,,es,5,2023-12-18 12:55:00,2023-12-18 21:36:00,4,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1813817,,es,5,2023-12-17 17:40:00,2023-12-18 03:39:00,2,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1675680,Todo correcto,es,5,2023-12-17 17:00:00,2023-12-18 20:36:00,7,Furgoneta de 10 plazas,Manhattan,Aeropuerto JFK
1807467,Viaje comodisimo con Marco coche amplio y buena música y conversación!! Se agradece gente así despidiendo un viaje!! 100% recomendable,es,5,2023-12-17 17:00:00,2023-12-18 00:33:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1814347,Fue fantástico!!! Harold fue un gran conductor y llegó puntual. Fue muy agradable y servicial. Seguro que recomendaremos el servicio a amigos y conocidos con Uds.,es,5,2023-12-17 17:00:00,2023-12-18 00:06:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1796098,,es,5,2023-12-17 16:30:00,2023-12-24 19:24:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1814365,,es,5,2023-12-17 14:40:00,2023-12-17 22:09:00,2,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1799020,,es,5,2023-12-16 21:15:00,2023-12-17 12:59:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1804254,,es,5,2023-12-16 18:05:00,2023-12-17 01:09:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1774560,,es,5,2023-12-16 18:00:00,2023-12-21 10:47:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1802195,,es,5,2023-12-16 15:30:00,2023-12-19 15:28:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1718792,,es,3,2023-12-16 15:00:00,2023-12-16 22:48:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto Newark
1794156,,es,2,2023-12-16 15:00:00,2023-12-16 22:46:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1812086,Excellente expérience  Chauffeur ponctuel très professionnel et très sympathique ! Merci encore,fr,5,2023-12-16 14:00:00,2023-12-16 21:24:00,5,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1812077,,es,5,2023-12-16 12:10:00,2023-12-16 19:17:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1808244,,es,5,2023-12-16 07:50:00,2023-12-16 16:44:00,3,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1794012,,es,5,2023-12-16 04:00:00,2023-12-17 21:39:00,2,Turismo de 3 plazas,New Jersey,Aeropuerto JFK
1739176,No llego puntual y el vehículo estaba bastante mal… bastante a mejorar,es,3,2023-12-15 21:30:00,2023-12-20 02:21:00,7,Furgoneta de 10 plazas,Aeropuerto JFK,Manhattan
1772934,Top,fr,5,2023-12-15 20:05:00,2023-12-16 03:30:00,4,Vehículo de 4 plazas,Aeropuerto JFK,New Jersey
1810622,Fue perfecto.Willy  buen profesional,es,5,2023-12-15 17:00:00,2023-12-16 01:58:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1810206,,en,5,2023-12-15 10:30:00,2023-12-15 17:15:00,8,Furgoneta de 14 plazas,Aeropuerto LaGuardia,Manhattan
1793051,,es,5,2023-12-15 09:30:00,2023-12-15 18:40:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1803438,,en,5,2023-12-14 17:00:00,2023-12-15 16:54:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1738328,,fr,5,2023-12-14 14:40:00,2023-12-15 00:51:00,2,Vehículo SUV de 6 plazas,Aeropuerto Newark,Manhattan
1787415,,fr,5,2023-12-14 14:00:00,2023-12-15 12:09:00,7,Furgoneta de 10 plazas,Manhattan,Aeropuerto JFK
1802223,Foi tudo Perfeito. Comunicação muito fácil e simples através de mensagens via WhatsApp. Muito pontual. Pessoal muito educado e muito atenciosos.,pt,5,2023-12-14 14:00:00,2023-12-17 04:26:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1736704,,es,4,2023-12-14 13:00:00,2023-12-15 13:40:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1801643,,es,5,2023-12-14 13:00:00,2023-12-16 11:17:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1792241,En primer lugar decir que Hugo que fue nuestro chofer de 10! fue muy amable y nos facilitó en todo lo que pudo la recogida ya que al pasar aduanas tardamos un poco más. También a modo de advertencia la empresa podría dar mas tiempo en la recogida ya que se suelen formar muchas colas y no depende de la persona. Otra cosa a tener en cuenta es que la empresa no quiere pagar peajes se suele tardar casi 2 horas de camino. Tenerlo en cuenta a la hora de hacer la reserva para no perder el avión...,es,4,2023-12-14 12:55:00,2023-12-23 18:59:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1699808,,es,4,2023-12-14 12:00:00,2023-12-18 12:38:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1802446,,mx,5,2023-12-13 22:40:00,2023-12-14 06:21:00,2,Turismo de 3 plazas,Aeropuerto LaGuardia,Manhattan
1799396,,es,5,2023-12-13 17:50:00,2023-12-21 01:52:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1808666,Perfecto,es,5,2023-12-13 15:05:00,2023-12-14 03:38:00,9,Furgoneta de 10 plazas,Aeropuerto JFK,Manhattan
1808817,,es,5,2023-12-13 15:05:00,2023-12-14 00:15:00,3,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1801563,,es,5,2023-12-13 15:00:00,2023-12-13 23:08:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1751976,Muy buen traslado.Tuvimos que esperar un poquito porq llegamos antes de tiempo pero acudieron rápidamente. Sin duda repetiría.,es,5,2023-12-13 13:15:00,2023-12-23 13:12:00,6,Furgoneta de 10 plazas,Aeropuerto JFK,Manhattan
1809350,,es,5,2023-12-13 12:50:00,2023-12-13 20:00:00,3,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1669323,,es,5,2023-12-13 12:45:00,2023-12-13 20:19:00,10,Furgoneta de 14 plazas,Bronx,Aeropuerto JFK
1731878,,es,5,2023-12-13 12:00:00,2023-12-13 19:19:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1788340,,it,5,2023-12-12 20:25:00,2023-12-13 11:11:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1540089,,es,5,2023-12-12 17:45:00,2023-12-13 04:48:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1787158,,es,5,2023-12-12 17:00:00,2023-12-13 09:01:00,6,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1770273,Carlos fue un chofer muy amable.Nos hizo un trayecto muy ameno. Tuvimos un olvido en el vehículo y regresó para devolvérnoslo.,es,5,2023-12-12 16:40:00,2023-12-13 01:29:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1777824,,es,5,2023-12-12 16:30:00,2023-12-13 12:54:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1798453,,es,5,2023-12-12 15:00:00,2023-12-12 22:54:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1804776,,es,5,2023-12-12 14:00:00,2023-12-12 22:13:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1788680,,fr,5,2023-12-12 13:40:00,2023-12-13 11:18:00,3,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1781136,,es,5,2023-12-12 13:00:00,2023-12-12 20:00:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto Newark
1749258,,es,5,2023-12-12 12:30:00,2023-12-13 08:18:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1797202,Nos trajo llegamos. Gracias.,es,4,2023-12-12 10:00:00,2023-12-12 18:08:00,4,Vehículo SUV de 6 plazas,Brooklyn,Aeropuerto JFK
1720929,,es,5,2023-12-11 18:55:00,2023-12-22 16:13:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1746460,,es,5,2023-12-11 18:30:00,2023-12-12 01:27:00,3,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1734443,,es,5,2023-12-11 18:00:00,2023-12-12 01:25:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1788575,El chofer Richman ha sido super encantador y muy profesional. Todo  un viaje encamtador,es,5,2023-12-11 18:00:00,2023-12-12 02:57:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1802185,,es,4,2023-12-11 18:00:00,2023-12-13 22:30:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1808085,Cristian muy buen conductor muy amable amigable y servicial! Nos dio mucha información de New York que nos ayudó a saber qué hacer! Excelente servicio!,es,5,2023-12-11 16:50:00,2023-12-12 00:55:00,5,Vehículo SUV de 6 plazas,Aeropuerto Newark,Manhattan
1779722,Muy rápido y puntual,es,5,2023-12-11 16:40:00,2023-12-12 19:05:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1675679,,es,4,2023-12-11 15:05:00,2023-12-12 08:19:00,7,Furgoneta de 10 plazas,Aeropuerto JFK,Manhattan
1754931,,es,5,2023-12-11 15:00:00,2023-12-13 13:34:00,5,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1775761,,es,5,2023-12-11 14:30:00,2023-12-11 22:07:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1793675,Este trayecto genial. Muy puntual el conductor y todo muy bien,es,5,2023-12-11 14:30:00,2023-12-11 22:06:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1704508,Le transfert s'est très bien passé.,fr,5,2023-12-11 14:10:00,2023-12-13 14:01:00,3,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1733667,,es,5,2023-12-11 14:00:00,2023-12-11 23:03:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1759798,,es,5,2023-12-11 13:15:00,2023-12-11 20:01:00,4,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1782474,,es,5,2023-12-11 13:15:00,2023-12-12 01:12:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1776795,,es,4,2023-12-11 13:10:00,2023-12-12 01:15:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1621298,,es,5,2023-12-11 12:00:00,2023-12-13 07:50:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1803437,Excellent service brilliant communication would highly recommend,en,5,2023-12-10 20:55:00,2023-12-11 10:56:00,4,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1709336,,es,5,2023-12-10 19:00:00,2023-12-11 02:16:00,8,Furgoneta de 10 plazas,Manhattan,Aeropuerto JFK
1804691,Servicio muy puntual y servicial,es,5,2023-12-10 19:00:00,2023-12-11 02:07:00,4,Vehículo de 4 plazas,Queens,Aeropuerto JFK
1802221,,es,5,2023-12-10 18:30:00,2023-12-11 01:05:00,10,Furgoneta de 10 plazas,Manhattan,Aeropuerto JFK
1807466,Excelente buen trato buena música y buena conversación.  10/10 ;),es,5,2023-12-10 18:15:00,2023-12-11 01:59:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1804931,Puntual y correcto,es,5,2023-12-10 18:00:00,2023-12-11 03:49:00,3,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1774559,,es,5,2023-12-10 17:50:00,2023-12-21 10:50:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1808019,,es,5,2023-12-10 17:50:00,2023-12-11 09:23:00,5,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1781640,Sin problemas. Todo bien!,es,5,2023-12-10 17:00:00,2023-12-11 14:57:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1805554,,es,5,2023-12-10 17:00:00,2023-12-11 09:34:00,3,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1726466,Tengo que dar las gracias a la profesionalidad de Mario y a la rapidez de Willie que hicieron de un momento de pánico por no llegar a coger el vuelo a llegar con a tiempo de sobra gracias de corazón….,es,5,2023-12-10 16:15:00,2023-12-10 23:04:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto Newark
1771346,,es,5,2023-12-10 15:30:00,2023-12-10 22:38:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1794155,,es,4,2023-12-10 15:05:00,2023-12-16 22:47:00,3,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1807973,,es,5,2023-12-10 15:05:00,2023-12-16 04:44:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1794216,,es,5,2023-12-10 14:45:00,2023-12-11 09:38:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1796097,Atento y muy agradable,es,5,2023-12-10 13:15:00,2023-12-13 00:54:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1779485,,es,5,2023-12-10 13:00:00,2023-12-11 05:07:00,5,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1793050,,es,4,2023-12-10 12:50:00,2023-12-12 13:13:00,4,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1797636,,es,5,2023-12-10 12:30:00,2023-12-10 20:46:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1800325,,es,5,2023-12-10 12:00:00,2023-12-10 21:27:00,6,Vehículo SUV de 6 plazas,New Jersey,Aeropuerto JFK
1801072,Buen conductor muy amable. Hablaba español nos hizo un viaje de regreso muy agradable.,es,5,2023-12-10 12:00:00,2023-12-10 19:56:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1724730,Estupendopuntualidad y amabilidad del conductor civitatis y llévame a NYC son dos empresas serias para traslados a New York,es,5,2023-12-10 11:10:00,2023-12-10 18:09:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1647360,Atención y puntualidad. Excelente conducción y conversación.,es,5,2023-12-09 19:45:00,2023-12-10 17:09:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1791943,,es,5,2023-12-09 18:30:00,2023-12-10 02:48:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1801942,,es,5,2023-12-09 17:30:00,2023-12-10 06:22:00,2,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1638896,Muy bien muy amable el conductor y un gran vehículo.,es,5,2023-12-09 17:00:00,2023-12-10 00:30:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto Newark
1745982,,es,5,2023-12-09 17:00:00,2023-12-10 01:38:00,7,Furgoneta de 10 plazas,Manhattan,Aeropuerto JFK
1759308,,es,5,2023-12-09 16:30:00,2023-12-09 23:07:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto Newark
1760915,,es,4,2023-12-09 16:30:00,2023-12-10 20:53:00,8,Furgoneta de 10 plazas,Manhattan,Aeropuerto JFK
1780226,,es,5,2023-12-09 16:30:00,2023-12-10 07:03:00,3,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1763399,,es,4,2023-12-09 16:25:00,2023-12-10 01:21:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1788556,,es,5,2023-12-09 16:00:00,2023-12-10 00:01:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1770234,,es,5,2023-12-09 15:30:00,2023-12-09 22:10:00,8,Furgoneta de 10 plazas,Manhattan,Aeropuerto Newark
1672977,Hemos ido tanto a la ida como a la vuelta con el Sr. Paul y ha sido muy atento puntual y muy profesional.,es,5,2023-12-09 15:15:00,2023-12-09 22:22:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto Newark
1801929,Súper simpático y amable nos habló sobre las fiestas de baile que hay en Nueva York para salir a bailar salsa y bachata.,es,5,2023-12-09 15:05:00,2023-12-09 22:36:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1718790,,es,5,2023-12-09 15:00:00,2023-12-09 23:37:00,4,Vehículo SUV de 6 plazas,Aeropuerto Newark,Manhattan
1780748,,es,5,2023-12-09 14:30:00,2023-12-10 07:54:00,6,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1730199,,es,5,2023-12-09 14:25:00,2023-12-09 21:14:00,3,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1565731,,es,5,2023-12-09 14:15:00,2023-12-11 06:59:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1734116,,es,5,2023-12-09 14:05:00,2023-12-09 22:51:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1698734,,es,5,2023-12-09 14:00:00,2023-12-09 21:02:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1751228,Muy profesional y buen trato.,es,5,2023-12-09 14:00:00,2023-12-11 07:50:00,7,Furgoneta de 10 plazas,Manhattan,Aeropuerto Newark
1782149,,es,5,2023-12-09 14:00:00,2023-12-10 10:20:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1729572,,es,4,2023-12-09 13:15:00,2023-12-11 10:40:00,4,Vehículo SUV de 6 plazas,Aeropuerto JFK,Manhattan
1799907,,es,5,2023-12-09 13:15:00,2023-12-09 20:06:00,3,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1802194,,es,5,2023-12-09 13:15:00,2023-12-19 15:30:00,4,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1726880,Todo fue muy bien. El chófer fue muy amable.,es,5,2023-12-09 13:00:00,2023-12-09 20:19:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto Newark
1806925,,es,5,2023-12-09 13:00:00,2023-12-11 09:23:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1801360,Super !!! Notre chauffeur était au top !!! Il était ponctuel et nous a fait découvrir New-York des notre arrivée.,fr,5,2023-12-09 12:55:00,2023-12-10 06:04:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1807086,Nous avons eu du mal à trouver notre chauffeur mais ensuite tout s’est très bien  avec un chauffeur très sympathique,fr,4,2023-12-09 12:55:00,2023-12-09 23:30:00,6,Vehículo SUV de 6 plazas,Aeropuerto JFK,New Jersey
1801594,Todo fenomenal.Gracias Volveremos a contar con vosotros :),es,5,2023-12-09 12:45:00,2023-12-09 20:21:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1790071,Amable y rápido. Perfecto.,es,5,2023-12-09 12:30:00,2023-12-12 08:44:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1791574,,es,5,2023-12-09 12:15:00,2023-12-09 19:29:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1755999,,es,5,2023-12-09 11:40:00,2023-12-10 16:46:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1783428,,es,5,2023-12-09 07:05:00,2023-12-09 14:26:00,2,Turismo de 3 plazas,Manhattan,Aeropuerto JFK
1779776,,es,5,2023-12-08 23:55:00,2023-12-11 12:12:00,8,Furgoneta de 10 plazas,Manhattan,Aeropuerto Newark
1796577,Todo muy bien Wilson nos mantuvo en todo momento informado de su llegada muy puntual y muy recomendable,es,4,2023-12-08 20:00:00,2023-12-09 20:45:00,6,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto Newark
1501286,,es,5,2023-12-08 19:00:00,2023-12-09 12:41:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1774244,,es,5,2023-12-08 19:00:00,2023-12-11 08:59:00,8,Furgoneta de 14 plazas,Manhattan,Aeropuerto JFK
1794225,Todo perfecto Sebastián buen profesional nos mantuvo informados de su llegada en todo momento puntual y con una agradable conversación. Sin duda repetiremos con vosotros para viajes en familia supone una gran tranquilidad vuestro servicio.,es,5,2023-12-08 19:00:00,2023-12-09 02:03:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto Newark
1793698,,es,5,2023-12-08 16:00:00,2023-12-08 23:00:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1619893,El desplazamiento bien el coche tenía un olor algo desagradable y el conductor apenas contestaba a nuestras preguntasFue muy puntual llegó antes de la hora que teníamos concertada,es,3,2023-12-08 15:30:00,2023-12-09 20:28:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto Newark
1806342,Todo genial. De 10,es,5,2023-12-08 15:30:00,2023-12-09 12:40:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1772798,Perfecto,es,5,2023-12-08 15:00:00,2023-12-08 22:17:00,5,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto Newark
1788297,Francis llegó incluso antes de la hora acordada. Amable y eficaz.,es,5,2023-12-08 15:00:00,2023-12-11 16:36:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1794575,Puntual y rápido lo estimado del hotel al aeropuerto. Pero el coche que vino solo tenía 3 asientos y la niña tuvo que ir durante una hora en medio clavándose el posavasos y sin ir bien apoyada y sin cinturón.,es,4,2023-12-08 15:00:00,2023-12-08 22:55:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1806689,,es,5,2023-12-08 15:00:00,2023-12-08 23:36:00,3,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1788219,Excellent service. Chauffeur très agréable et gentil. Voiture très propre.,fr,5,2023-12-08 14:40:00,2023-12-09 10:29:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
1804930,,fr,5,2023-12-08 14:30:00,2023-12-08 21:12:00,4,Limusina de 7 plazas,Manhattan,Aeropuerto JFK
1805804,,es,5,2023-12-08 14:05:00,2023-12-08 22:06:00,4,Vehículo de 4 plazas,Manhattan,Aeropuerto JFK
1762116,,es,5,2023-12-08 14:00:00,2023-12-08 22:21:00,4,Vehículo SUV de 6 plazas,Manhattan,Aeropuerto JFK
1801562,,es,5,2023-12-08 13:35:00,2023-12-08 21:37:00,4,Vehículo de 4 plazas,Aeropuerto JFK,Manhattan
1805383,,es,5,2023-12-08 13:30:00,2023-12-08 21:12:00,3,Turismo de 3 plazas,Manhattan,Aeropuerto Newark
1699807,,es,4,2023-12-08 13:15:00,2023-12-09 12:55:00,2,Turismo de 3 plazas,Aeropuerto JFK,Manhattan
